dataset,case_name,algorithm,pair_npz,result_file,status,elapsed_time_s,rmse_mm,mi,dice,asd_mm,hd95_mm,tre95_mm,tre_mean_mm,message
AbdomenMRCT_CT_MRI,AbdomenMRCT_0001__CT_to_MRI_mixed,modified,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified/data/AbdomenMRCT_0001_CT_to_MRI_mixed_result.mat,success,1.556769,nan,0.14715665889085452,0.43308277392206335,17.200895025720623,49.35585071701227,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0001__CT_to_MRI_mixed,modified_full,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified_full/data/AbdomenMRCT_0001_CT_to_MRI_mixed_result.mat,success,2.652039,nan,0.14543202537499036,0.48797987176365554,15.631327170083658,47.58150901348127,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0001__CT_to_MRI_mixed,random_baseline,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/random_baseline/data/AbdomenMRCT_0001_CT_to_MRI_mixed_result.mat,success,1.269897,nan,0.13564187363655605,0.5428406299667679,14.09248482909681,42.567593307585526,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0001__CT_to_MRI_mixed,icp,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/icp/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed_icp.npz,success,2.257075786590576,nan,0.17369333135404458,0.59904258216726,13.675461385251252,70.14271166700073,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0001__CT_to_MRI_mixed,fgr,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/fgr/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed_fgr.npz,success,0.3278665542602539,nan,0.14164164031313067,0.594916094591761,15.314002457883609,85.27602242131137,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0001__CT_to_MRI_mixed,ants,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/ants/AbdomenMRCT_CT_MRI/AbdomenMRCT_0001__CT_to_MRI_mixed_ants.npz,success,3.0729806423187256,nan,0.16045179488188854,0.46264638103748296,19.68263104315957,88.11356308764276,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0002__CT_to_MRI_mixed,modified,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified/data/AbdomenMRCT_0002_CT_to_MRI_mixed_result.mat,success,0.831617,nan,0.05553883681454766,0.6597416312596704,10.803510628895602,27.28368592080937,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0002__CT_to_MRI_mixed,modified_full,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified_full/data/AbdomenMRCT_0002_CT_to_MRI_mixed_result.mat,success,2.732396,nan,0.06056079316468073,0.6775067351354271,10.379101717560097,26.153393661244042,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0002__CT_to_MRI_mixed,random_baseline,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/random_baseline/data/AbdomenMRCT_0002_CT_to_MRI_mixed_result.mat,success,0.84382,nan,0.07176272427775425,0.7043739239567446,9.793701872069132,26.30589287593181,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0002__CT_to_MRI_mixed,icp,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/icp/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed_icp.npz,success,2.9491970539093018,nan,0.06367274597859501,0.7341734224996869,9.74983030463558,29.597297173897484,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0002__CT_to_MRI_mixed,fgr,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/fgr/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed_fgr.npz,success,0.48807311058044434,nan,0.06087008568583824,0.7271081770413131,9.94458840734015,31.368774282716245,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0002__CT_to_MRI_mixed,ants,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/ants/AbdomenMRCT_CT_MRI/AbdomenMRCT_0002__CT_to_MRI_mixed_ants.npz,success,3.3060007095336914,nan,0.1767539158219866,0.32202956923228054,36.241708459963554,92.71029605522357,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0003__CT_to_MRI_mixed,modified,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified/data/AbdomenMRCT_0003_CT_to_MRI_mixed_result.mat,success,0.706848,nan,0.052570633740220515,0.6793735067693124,7.273357004077354,18.867962264113206,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0003__CT_to_MRI_mixed,modified_full,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified_full/data/AbdomenMRCT_0003_CT_to_MRI_mixed_result.mat,success,2.024186,nan,0.05288883405011929,0.6830034829676411,7.212433048365206,18.867962264113206,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0003__CT_to_MRI_mixed,random_baseline,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/random_baseline/data/AbdomenMRCT_0003_CT_to_MRI_mixed_result.mat,success,0.722592,nan,0.0471601539692806,0.6667971737475052,7.571534348605052,19.390719429665317,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0003__CT_to_MRI_mixed,icp,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/icp/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed_icp.npz,success,2.341891050338745,nan,0.05232414972737166,0.6982777070824547,7.047004650241285,20.0,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0003__CT_to_MRI_mixed,fgr,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/fgr/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed_fgr.npz,success,0.4942605495452881,nan,0.05627396631795834,0.6862988426417499,7.621033582016665,23.07378005096472,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0003__CT_to_MRI_mixed,ants,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/ants/AbdomenMRCT_CT_MRI/AbdomenMRCT_0003__CT_to_MRI_mixed_ants.npz,success,3.436298131942749,nan,0.08168427375657619,0.44082216371271055,14.68361495149025,38.05259518088089,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0004__CT_to_MRI_mixed,modified,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified/data/AbdomenMRCT_0004_CT_to_MRI_mixed_result.mat,success,0.812885,nan,0.14685699033445462,0.817253039055842,5.210043812060319,14.142135623730951,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0004__CT_to_MRI_mixed,modified_full,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/modified_full/data/AbdomenMRCT_0004_CT_to_MRI_mixed_result.mat,success,1.952469,nan,0.15064382694142103,0.8192658792376573,5.167513971154367,14.2828568570857,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0004__CT_to_MRI_mixed,random_baseline,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/registration_results/random_baseline/data/AbdomenMRCT_0004_CT_to_MRI_mixed_result.mat,success,0.585107,nan,0.14252197236298886,0.8149042998980709,5.262321655545646,14.696938456699069,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0004__CT_to_MRI_mixed,icp,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/icp/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed_icp.npz,success,1.8813624382019043,nan,0.1494938931466477,0.8194708201938545,5.176162597854225,14.142135623730951,nan,nan,
AbdomenMRCT_CT_MRI,AbdomenMRCT_0004__CT_to_MRI_mixed,fgr,/data/bianfeng/yixueOT/new_code_test/experiment_batches/processed/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed.npz,/data/bianfeng/yixueOT/new_code_test/compare_results/fgr/AbdomenMRCT_CT_MRI/AbdomenMRCT_0004__CT_to_MRI_mixed_fgr.npz,success,0.4560971260070801,nan,0.1464443339868146,0.8183961716263619,5.211903221400999,14.966629547095765,nan,nan,
